genero;pais;origen_capital;puesto;funcion;anios_empresa;sueldo_bruto;sueldo_dolar;satisfaccion;busqueda;anio
Femenino;Argentina;Nacional;Responsable;Relaciones laborales;8;80000;953.6297532483013;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;3;68700;818.9295506019788;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;People Analytics;8;69000;822.5056621766599;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Analista;Administración de personal;13;72000;858.2667779234712;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Jefe;Relaciones laborales;11;145000;1728.453927762546;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Jefe;Compensaciones y beneficios;10;80000;953.6297532483013;NA;NA;2020
Femenino;Argentina;Nacional;Responsable;Capacitación y desarrollo;6;63500;756.9436166408392;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;4;50000;596.0185957801883;2;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Generalista;10;80000;953.6297532483013;NA;NA;2020
Masculino;Argentina;Multinacional;Analista;Reclutamiento y selección;8;70000;834.4260340922636;1;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;17;86000;1025.151984741924;3;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Generalista;16;55000;655.6204553582072;3;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;15;70000;834.4260340922636;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;10;41500;494.69543449755633;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Capacitación y desarrollo;4;70339;838.4670401716534;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;15;55000;655.6204553582072;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Gerente;Generalista;30;210000;2503.278102276791;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Administración de personal;10;64000;762.903802598641;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Diseño organizacional;25;70000;834.4260340922636;3;Sí, activamente;2020
Masculino;Argentina;Nacional;Responsable;Generalista;8;70000;834.4260340922636;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;8;66200;789.1286208129694;2;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Jefe;Generalista;5;120000;1430.444629872452;NA;NA;2020
Femenino;Argentina;Nacional;Jefe;Todos ellos;10;150000;1788.055787340565;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Generalista;10;43875;784.5094766956729;2;Sí, activamente;2020
Masculino;Argentina;Nacional;Gerente;Generalista;20;230000;2741.6855405888664;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Responsable;Generalista;5;170000;2026.4632256526404;NA;NA;2020
Masculino;Argentina;Nacional;HRBP;Generalista;5;90000;1072.833472404339;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Responsable;People Analytics;8;95000;1132.4353319823579;5;Sí, activamente;2020
Masculino;Argentina;Nacional;Gerente;Generalista;12;150000;1788.055787340565;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Diseño organizacional;14;130000;1549.6483490284897;5;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;Analista;Reclutamiento y selección;3;54000;643.7000834426034;NA;NA;2020
Masculino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;3;67000;798.6649183454524;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;HRBP;Generalista;6;84500;1007.2714268685183;3;Sí, activamente;2020
Masculino;Argentina;Multinacional;Jefe;Estrategia y control de gestion;7;210000;2503.278102276791;3;Sí, activamente;2020
Masculino;Argentina;Multinacional;Analista;Generalista;12;102500;1221.838121349386;NA;NA;2020
Femenino;Argentina;Nacional;Responsable;Payroll / Liquidación de sueldos;8;84000;1001.3112409107164;4;No estoy buscando cambiar;2020
Masculino;Argentina;Multinacional;Administrativo;Administración de personal;3;40000;476.81487662415066;3;Sí, activamente;2020
Femenino;Argentina;Nacional;Responsable;Area integral de RH;10;60500;721.1825008940278;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Gerente;Generalista;17;145000;1728.453927762546;2;Sí, activamente;2020
Masculino;Argentina;Multinacional;Analista;Capacitación y desarrollo;4;90000;1072.833472404339;NA;NA;2020
Femenino;Argentina;Nacional;Responsable;Generalista;11;102000;1215.8779353915843;4;No,  pero escucho ofertas;2020
Masculino;Argentina;Nacional;Jefe;Generalista;15;85000;1013.2316128263202;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Compensaciones y beneficios;11;150000;1788.055787340565;NA;NA;2020
Femenino;Argentina;Nacional;Jefe;Administración de personal;10;76000;1358.9223983788295;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Jefe;Payroll / Liquidación de sueldos;20;150000;1788.055787340565;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Generalista;8;73000;870.187149839075;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Jefe;Administración de personal;20;100000;1192.0371915603766;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;Generalista;4;45000;536.4167362021695;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Analista;Generalista;6;89000;1060.9131004887352;1;Sí, activamente;2020
Femenino;Argentina;Multinacional;Responsable;Reclutamiento y selección;6;130000;1549.6483490284897;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Jefe;Capacitación y desarrollo;18;225000;2682.0836810108476;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Multinacional;Analista;Comunicación interna;5;65000;774.8241745142449;5;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;HRBP;Reclutamiento y selección;4.5;67000;798.6649183454524;4;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;Generalista;2;56000;667.5408272738109;3;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Analista;Payroll / Liquidación de sueldos;2;46000;548.3371081177733;3;No,  pero escucho ofertas;2020
Masculino;Argentina;Multinacional;HRBP;Payroll / Liquidación de sueldos;11;120000;1430.444629872452;NA;NA;2020
Femenino;Argentina;Nacional;Analista;Capacitación y desarrollo;3;35000;417.2130170461318;2;Sí, activamente;2020
Femenino;Argentina;Multinacional;Analista;Administración de personal;1;50180;598.164262724997;4;No estoy buscando cambiar;2020
Femenino;Argentina;Multinacional;Analista;Payroll / Liquidación de sueldos;2;88000;1048.9927285731314;2;Sí, activamente;2020
Femenino;Argentina;Nacional;Gerente;Generalista;25;55100;656.8124925497675;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Analista;Comunicación interna;3;75000;894.0278936702825;5;No,  pero escucho ofertas;2020
Femenino;Argentina;Nacional;Administrativo;Administración de personal;3;50000;596.0185957801883;NA;NA;2020
Femenino;Argentina;Nacional;Gerente;Diseño organizacional;13;330000;3933.7227321492433;NA;NA;2020
Masculino;Argentina;Nacional;Analista;Generalista;10;57000;679.4611991894147;4;No estoy buscando cambiar;2020
Femenino;Argentina;Nacional;Responsable;Generalista;5;170000;2026.4632256526404;NA;NA;2020
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;67000;629.3443546872065;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;0;135000;1268.0819086981026;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Relaciones laborales;7;90000;845.3879391320685;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;2;70000;657.5239526582754;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Administrativo;Administración de Personal;1;60000;563.591959421379;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Gerente;People Analytics;10;366000;3437.9109524704118;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;1;72000;676.3103513056548;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;6;130000;1221.1159120796544;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;13;170000;1596.8438850272403;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Gerente;Compensaciones y beneficios;9;280000;2630.095810633102;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;11;113000;1061.4315235769304;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;4;95000;892.3539357505167;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;4;94557;888.1927484501222;2;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;2;200000;1878.6398647379299;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;0;85000;798.4219425136201;5;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;4;145000;1362.0139019349992;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;HRBP;People Analytics;2;190000;1784.7078715010334;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Responsable;Administración de Personal;7;120000;1127.183918842758;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Responsable;Payroll;6;165343;1553.0997557768176;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;HRBP;Generalista;7;130000;1221.1159120796544;3;No,  pero escucho ofertas;2021
Prefiero no responder;Argentina;Nacional;Responsable;Generalista;3;120000;1127.183918842758;NA;NA;2021
Mujer cis;Argentina;Multinacional;Gerente;Generalista;3;160000;1502.9118917903438;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Payroll;1;113000;1061.4315235769304;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;1;85000;798.4219425136201;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;150000;1408.9798985534474;NA;NA;2021
Mujer cis;Argentina;Multinacional;HRBP;Administración de Personal;0;125000;1174.149915461206;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;HRBP;Capacitación y Desarrollo;3;160000;1502.9118917903438;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;HRBP;Compensaciones y beneficios;5;200000;1878.6398647379299;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Generalista;0;120000;1127.183918842758;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;12;125000;1174.149915461206;2;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;42000;394.51437159496527;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;1;69000;648.1307533345858;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;1;85000;798.4219425136201;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;HRBP;Generalista;11;260000;2442.231824159309;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Payroll;15;325000;3052.789780199136;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;4;122000;1145.9703174901372;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Administración de Personal;0;105000;986.2859289874132;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;2;275000;2583.1298140146537;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Administración de Personal;5;175000;1643.8098816456886;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;0;210000;1972.5718579748263;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Comunicación Interna;10;170000;1596.8438850272403;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;2;80000;751.4559458951719;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Capacitación y Desarrollo;2;199000;1869.2466654142402;NA;NA;2021
Hombre cis;Argentina;Nacional;Responsable;Administración de Personal;0;63250;594.1198572233703;2;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Generalista;2;47000;441.4803682134135;5;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;2;80000;751.4559458951719;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;138000;1296.2615066691717;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Compensaciones y beneficios;3;134000;1258.688709374413;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;2;170000;1596.8438850272403;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;HRBP;Generalista;2;164000;1540.4846890851024;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;1;95000;892.3539357505167;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;1;50400;473.4172459139583;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Compensaciones y beneficios;8;166000;1559.2710877324819;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Jefe;Payroll;5;220000;2066.503851211723;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;3;124000;1164.7567161375166;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;3;130000;1221.1159120796544;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Responsable;Administración de Personal;3;120000;1127.183918842758;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Jefe;Capacitación y Desarrollo;1;225000;2113.469847830171;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;0;103000;967.4995303400339;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;Gerente;Generalista;12;180000;1690.775878264137;1;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Payroll;2;78500;737.3661469096375;NA;NA;2021
Mujer cis;Argentina;Multinacional;Responsable;Reclutamiento;0;160000;1502.9118917903438;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;0;77500;727.9729475859478;3;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;4;113000;1061.4315235769304;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;9;66000;619.9511553635168;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Payroll;2;78500;737.3661469096375;NA;NA;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;0;100000;939.3199323689649;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Payroll;2;116000;1089.6111215479993;4;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;0;72000;676.3103513056548;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Administrativo;Generalista;0;70000;657.5239526582754;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Diseño Organizacional;5;79000;742.0627465714823;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;6;45000;422.69396956603424;3;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;0;87000;817.2083411609995;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Payroll;6;160000;1502.9118917903438;NA;NA;2021
Hombre cis;Argentina;Nacional;Responsable;Relaciones laborales;0;90000;845.3879391320685;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;4;72000;676.3103513056548;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;1;50000;469.65996618448247;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Administrativo;Payroll;0;66166;621.5104264512494;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;75000;704.4899492767237;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;1;91960;863.7986098065002;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;4;108000;1014.4655269584821;3;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;120000;1127.183918842758;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;2;73000;685.7035506293444;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;100000;939.3199323689649;2;Sí, activamente;2021
Hombre cis;Argentina;Nacional;Jefe;Capacitación y Desarrollo;4;140000;1315.047905316551;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;1;118000;1108.3975201953785;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;0;113190;1063.2162314484315;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Administrativo;Reclutamiento;0;57500;540.1089611121548;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Comunicación Interna;10;61000;572.9851587450686;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Jefe;People Analytics;2;320000;3005.8237835806876;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Gerente;Reclutamiento;0;243750;2289.592335149352;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Generalista;8;331325;3112.201765921473;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;3;155000;1455.9458951718957;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;115000;1080.2179222243096;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;1;110000;1033.2519256058615;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;0;70000;657.5239526582754;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento;0;138000;1296.2615066691717;NA;NA;2021
Mujer cis;Argentina;Multinacional;HRBP;Reclutamiento;0;130000;1221.1159120796544;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;0;120000;1127.183918842758;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Responsable;Capacitación y Desarrollo;2;97000;911.140334397896;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;108000;1014.4655269584821;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;95000;892.3539357505167;5;No estoy buscando cambiar;2021
Prefiero no responder;Argentina;Nacional;Analista;Reclutamiento;2;120000;1127.183918842758;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Payroll;3;90000;845.3879391320685;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Payroll;7;150000;1408.9798985534474;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Responsable;Generalista;0;203000;1906.8194627089988;1;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;3;100000;939.3199323689649;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;2;87000;817.2083411609995;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;14;120000;1127.183918842758;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;People Analytics;0;138000;1296.2615066691717;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;1;102350;961.3939507796356;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;4;220000;2066.503851211723;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;135000;1268.0819086981026;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;105000;986.2859289874132;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;3;179000;1681.3826789404472;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;3;131000;1230.5091114033441;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Administración de Personal;3;250000;2348.299830922412;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;1;150000;1408.9798985534474;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Generalista;0;100000;939.3199323689649;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;2;114000;1070.82472290062;NA;NA;2021
Mujer cis;Argentina;Nacional;Responsable;Comunicación Interna;2;149000;1399.5866992297576;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Responsable;Generalista;4;175000;1643.8098816456886;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;90000;845.3879391320685;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;People Analytics;5;124000;1164.7567161375166;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Gerente;Diseño Organizacional;0;350000;3287.6197632913772;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Administración de Personal;0;70000;657.5239526582754;3;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Generalista;10;150000;1408.9798985534474;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Compensaciones y beneficios;0;140000;1315.047905316551;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;0;138600;1301.8974262633853;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;4;200000;1878.6398647379299;NA;NA;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;10;207000;1944.3922600037574;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;3;140000;1315.047905316551;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Multinacional;HRBP;Generalista;6;130000;1221.1159120796544;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Capacitación y Desarrollo;5;94000;882.960736426827;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Administración de Personal;1;78000;732.6695472477926;1;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Jefe;Generalista;6;385000;3616.381739620515;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;3;91445;858.9611121547999;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;0;150000;1408.9798985534474;5;Sí, activamente;2021
Mujer cis;Argentina;Nacional;HRBP;Generalista;0;65000;610.5579560398272;NA;NA;2021
Hombre cis;Argentina;Nacional;Responsable;Generalista;2;100000;939.3199323689649;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Administrativo;Administración de Personal;2;45000;422.69396956603424;1;Sí, activamente;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;100000;939.3199323689649;5;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Administrativo;Generalista;3;67952;638.286680443359;3;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;Analista;Generalista;0;75000;704.4899492767237;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;People Analytics;0;150000;1408.9798985534474;NA;NA;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;0;87750;824.2532406537667;2;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Administración de Personal;0;67000;629.3443546872065;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Administrativo;Administración de Personal;2;70000;657.5239526582754;NA;NA;2021
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento;0;130000;1221.1159120796544;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;7;245000;2301.333834303964;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Administrativo;Administración de Personal;7;107000;1005.0723276347925;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;Responsable;Payroll;2;145000;1362.0139019349992;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Gerente;Generalista;6;406000;3813.6389254179976;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;179000;1681.3826789404472;NA;NA;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;8;200000;1878.6398647379299;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Multinacional;Responsable;Generalista;2;280000;2630.095810633102;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Multinacional;Analista;Reclutamiento;1;98000;920.5335337215856;4;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;3;78000;732.6695472477926;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Analista;Generalista;7;108000;1014.4655269584821;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Payroll;4;210020;1972.7597219613;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Analista;Reclutamiento;1;120000;1127.183918842758;3;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;180000;1690.775878264137;NA;NA;2021
Hombre cis;Argentina;Nacional;Analista;Administración de Personal;9;114000;1070.82472290062;NA;NA;2021
Mujer cis;Argentina;Multinacional;Analista;Payroll;0;160000;1502.9118917903438;5;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Payroll;0;90000;845.3879391320685;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;Gerente;Reclutamiento;7;150000;1408.9798985534474;2;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Responsable;Administración de Personal;1;65000;610.5579560398272;4;No estoy buscando cambiar;2021
Hombre cis;Argentina;Nacional;HRBP;Administración de Personal;4;240000;2254.367837685516;2;Sí, activamente;2021
Mujer cis;Argentina;Nacional;Responsable;Administración de Personal;0;50000;469.65996618448247;4;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Nacional;HRBP;Reclutamiento;0;93000;873.5675371031374;4;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Analista;Generalista;1;71000;666.917151981965;3;No,  pero escucho ofertas;2021
Hombre cis;Argentina;Nacional;Jefe;Reclutamiento;15;270000;2536.163817396205;5;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Responsable;Reclutamiento;0;400000;3757.2797294758598;4;No estoy buscando cambiar;2021
Mujer cis;Argentina;Nacional;Jefe;Generalista;2;130000;1221.1159120796544;3;Sí, activamente;2021
Hombre cis;Argentina;Multinacional;Gerente;People Analytics;10;320000;3005.8237835806876;5;No,  pero escucho ofertas;2021
Mujer cis;Argentina;Multinacional;Analista;Reclutamiento;0;190000;1784.7078715010334;4;No estoy buscando cambiar;2021
